,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
204195,128,128,16,8,8,32,32,8,4,2,0,0,1,1,2369.92,2370.81,2370.24,2370.53,9481.5,aijl
204199,128,128,16,8,8,32,32,8,4,2,0,1,1,1,2352.96,2350.78,2351.43,2350.74,9405.91,bays
204208,128,128,16,8,8,32,32,8,4,4,0,0,0,0,587.91,587.59,587.36,588.04,2350.9,qazv
204216,128,128,16,8,8,32,32,8,4,4,1,0,0,0,585.53,584.53,586.78,584.66,2341.5,aedb
204222,128,128,16,8,8,32,32,8,4,4,1,1,1,0,1121.54,1123.3,1123.74,1122.76,4491.34,aqcn
204235,128,128,16,8,16,8,8,2,1,1,1,0,1,1,475.81,476.36,477.64,477.11,1906.92,attp
204241,128,128,16,8,16,8,8,2,1,2,0,0,0,1,498.38,497.72,498.87,499.82,1994.79,ayzl
204249,128,128,16,8,16,8,8,2,1,2,1,0,0,1,503.53,503.54,504.7,505.81,2017.58,aiif
204263,128,128,16,8,16,8,8,2,1,4,0,1,1,1,635.84,640.69,640.27,640.06,2556.86,taar
204264,128,128,16,8,16,8,8,2,1,4,1,0,0,0,465.51,467.57,467.47,467.71,1868.26,fofa
204269,128,128,16,8,16,8,8,2,1,4,1,1,0,1,491.88,490.8,491.72,490.33,1964.73,ioax
204273,128,128,16,8,16,8,8,2,1,8,0,0,0,1,468.91,469.67,470.3,469.64,1878.52,magn
204274,128,128,16,8,16,8,8,2,1,8,0,0,1,0,494.46,494.75,496.13,495.49,1980.8300000000002,acgo
204287,128,128,16,8,16,8,8,2,1,8,1,1,1,1,604.84,605.96,605.8,606.45,2423.05,xaay
204295,128,128,16,8,16,8,8,2,2,1,0,1,1,1,746.99,745.7,745.89,745.59,2984.17,ulra
204302,128,128,16,8,16,8,8,2,2,1,1,1,1,0,521.06,521.9,522.03,522.4,2087.39,fbau
204308,128,128,16,8,16,8,8,2,2,2,0,1,0,0,513.82,515.89,516.22,516.37,2062.3,dzam
204310,128,128,16,8,16,8,8,2,2,2,0,1,1,0,507.03,508.93,508.79,509.63,2034.38,qpka
204312,128,128,16,8,16,8,8,2,2,2,1,0,0,0,493.68,494.45,494.5,495.31,1977.94,wcba
204317,128,128,16,8,16,8,8,2,2,2,1,1,0,1,528.2,529.04,528.86,527.95,2114.05,uaao
204324,128,128,16,8,16,8,8,2,2,4,0,1,0,0,501.21,500.41,500.86,501.6,2004.08,cjna
204325,128,128,16,8,16,8,8,2,2,4,0,1,0,1,512.3,513.79,512.94,512.63,2051.66,jbwa
204329,128,128,16,8,16,8,8,2,2,4,1,0,0,1,528.61,530.88,530.91,529.08,2119.48,xqas
204332,128,128,16,8,16,8,8,2,2,4,1,1,0,0,491.36,492.03,492.06,491.72,1967.17,cuah
204338,128,128,16,8,16,8,8,2,2,8,0,0,1,0,507.48,507.81,508.13,507.07,2030.49,uwav
204344,128,128,16,8,16,8,8,2,2,8,1,0,0,0,498.38,499.38,499.49,499.47,1996.72,rabo
204348,128,128,16,8,16,8,8,2,2,8,1,1,0,0,498.48,499.53,499.71,499.51,1997.23,yjja
204349,128,128,16,8,16,8,8,2,2,8,1,1,0,1,527.73,531.1,532.92,533.73,2125.48,gfoa
204350,128,128,16,8,16,8,8,2,2,8,1,1,1,0,500.7,503.24,503.74,503.25,2010.93,eayb
204360,128,128,16,8,16,8,8,2,4,1,1,0,0,0,500.77,502.13,502.05,502.44,2007.39,zart
204370,128,128,16,8,16,8,8,2,4,2,0,0,1,0,522.09,522.77,523.88,523.87,2092.61,afhs
204381,128,128,16,8,16,8,8,2,4,2,1,1,0,1,546.84,547.37,548.56,545.74,2188.51,djua
204382,128,128,16,8,16,8,8,2,4,2,1,1,1,0,526.57,526.64,526.1,527.9,2107.21,obwa
204386,128,128,16,8,16,8,8,2,4,4,0,0,1,0,514.12,517.51,516.18,516.44,2064.25,caof
204392,128,128,16,8,16,8,8,2,4,4,1,0,0,0,508.28,510.0,509.94,509.26,2037.48,ddca
204405,128,128,16,8,16,8,8,2,4,8,0,1,0,1,531.89,531.64,530.55,531.83,2125.91,toad
204413,128,128,16,8,16,8,8,2,4,8,1,1,0,1,532.4,531.93,532.24,532.57,2129.14,nvxa
204415,128,128,16,8,16,8,8,2,4,8,1,1,1,1,643.71,646.38,646.23,646.39,2582.71,tarl
204416,128,128,16,8,16,8,8,2,8,1,0,0,0,0,526.17,527.03,526.43,526.85,2106.4799999999996,ccna
204429,128,128,16,8,16,8,8,2,8,1,1,1,0,1,510.18,511.4,511.1,510.81,2043.4899999999998,dasy
204431,128,128,16,8,16,8,8,2,8,1,1,1,1,1,627.39,629.96,628.94,629.03,2515.3199999999997,pnua
204445,128,128,16,8,16,8,8,2,8,2,1,1,0,1,534.19,535.64,533.85,534.15,2137.83,aewh
204449,128,128,16,8,16,8,8,2,8,4,0,0,0,1,549.78,550.55,550.24,550.8,2201.37,atbk
204453,128,128,16,8,16,8,8,2,8,4,0,1,0,1,507.75,508.43,508.79,508.08,2033.05,ascn
204460,128,128,16,8,16,8,8,2,8,4,1,1,0,0,502.17,503.27,503.49,503.7,2012.63,adnj
204464,128,128,16,8,16,8,8,2,8,8,0,0,0,0,521.78,522.92,522.22,522.39,2089.31,gcia
204473,128,128,16,8,16,8,8,2,8,8,1,0,0,1,523.62,524.57,524.02,524.14,2096.35,fzwa
204474,128,128,16,8,16,8,8,2,8,8,1,0,1,0,488.81,491.25,490.98,489.62,1960.6599999999999,faku
204476,128,128,16,8,16,8,8,2,8,8,1,1,0,0,518.24,518.9,518.66,518.81,2074.6099999999997,egza
204483,128,128,16,8,16,8,8,8,1,1,0,0,1,1,966.45,968.51,967.42,970.25,3872.63,waod
204490,128,128,16,8,16,8,8,8,1,1,1,0,1,0,548.57,549.48,549.44,548.9,2196.3900000000003,xaac
204492,128,128,16,8,16,8,8,8,1,1,1,1,0,0,504.28,505.05,504.78,504.58,2018.6899999999998,axqd
204515,128,128,16,8,16,8,8,8,1,4,0,0,1,1,898.98,898.79,898.67,899.47,3595.91,upaq
204540,128,128,16,8,16,8,8,8,1,8,1,1,0,0,462.8,463.26,462.93,462.78,1851.77,axir
204543,128,128,16,8,16,8,8,8,1,8,1,1,1,1,869.19,860.71,861.84,862.07,3453.8100000000004,aujo
204550,128,128,16,8,16,8,8,8,2,1,0,1,1,0,532.92,532.63,532.62,532.86,2131.03,uaxc
204553,128,128,16,8,16,8,8,8,2,1,1,0,0,1,547.84,548.98,549.1,549.07,2194.9900000000002,xmua
204557,128,128,16,8,16,8,8,8,2,1,1,1,0,1,536.03,536.4,535.07,535.79,2143.29,ktae
204565,128,128,16,8,16,8,8,8,2,2,0,1,0,1,530.85,531.34,530.5,530.62,2123.31,coab
204566,128,128,16,8,16,8,8,8,2,2,0,1,1,0,541.2,541.11,541.91,541.66,2165.8799999999997,fkga
204570,128,128,16,8,16,8,8,8,2,2,1,0,1,0,543.11,541.63,542.31,543.29,2170.34,awbc
204572,128,128,16,8,16,8,8,8,2,2,1,1,0,0,497.61,498.26,498.38,497.85,1992.1,bakh
204576,128,128,16,8,16,8,8,8,2,4,0,0,0,0,507.15,507.45,508.02,507.76,2030.3799999999999,laar
204580,128,128,16,8,16,8,8,8,2,4,0,1,0,0,506.08,505.97,506.95,506.52,2025.52,iajo
204587,128,128,16,8,16,8,8,8,2,4,1,0,1,1,907.36,908.9,909.43,907.92,3633.61,taqh
204588,128,128,16,8,16,8,8,8,2,4,1,1,0,0,503.97,503.85,503.94,504.01,2015.77,safy
204606,128,128,16,8,16,8,8,8,2,8,1,1,1,0,484.46,485.71,485.05,485.28,1940.5,iavy
204612,128,128,16,8,16,8,8,8,4,1,0,1,0,0,502.66,503.54,504.57,504.27,2015.04,tzza
204628,128,128,16,8,16,8,8,8,4,2,0,1,0,0,500.21,500.37,500.33,499.99,2000.8999999999999,dbag
204632,128,128,16,8,16,8,8,8,4,2,1,0,0,0,498.84,499.14,499.13,498.35,1995.46,aiqm
204638,128,128,16,8,16,8,8,8,4,2,1,1,1,0,527.99,528.23,528.05,528.47,2112.74,mwra
204656,128,128,16,8,16,8,8,8,4,8,0,0,0,0,460.22,460.15,460.06,460.14,1840.5700000000002,yacv
204660,128,128,16,8,16,8,8,8,4,8,0,1,0,0,460.58,460.14,460.32,460.1,1841.1399999999999,ajgf
204674,128,128,16,8,16,8,8,8,8,1,0,0,1,0,521.49,521.66,522.56,521.96,2087.67,aqdt
204680,128,128,16,8,16,8,8,8,8,1,1,0,0,0,492.48,492.7,492.9,493.34,1971.4199999999998,radk
204686,128,128,16,8,16,8,8,8,8,1,1,1,1,0,523.11,523.3,522.62,523.44,2092.47,azhb
204687,128,128,16,8,16,8,8,8,8,1,1,1,1,1,880.68,882.43,881.74,881.43,3526.2799999999997,wqwa
204698,128,128,16,8,16,8,8,8,8,2,1,0,1,0,532.73,532.85,532.9,532.86,2131.34,wiga
204712,128,128,16,8,16,8,8,8,8,4,1,0,0,0,491.8,492.06,491.62,491.76,1967.24,ojma
204735,128,128,16,8,16,8,8,8,8,8,1,1,1,1,894.32,890.49,888.44,889.81,3563.06,giao
204736,128,128,16,8,16,8,16,2,1,1,0,0,0,0,461.92,464.55,464.9,464.48,1855.85,wahy
204737,128,128,16,8,16,8,16,2,1,1,0,0,0,1,494.41,495.85,494.13,495.64,1980.0299999999997,gacw
204739,128,128,16,8,16,8,16,2,1,1,0,0,1,1,465.75,465.32,465.39,465.16,1861.6200000000001,tzya
204743,128,128,16,8,16,8,16,2,1,1,0,1,1,1,642.33,645.06,644.04,644.74,2576.17,btax
204746,128,128,16,8,16,8,16,2,1,1,1,0,1,0,469.83,471.26,470.33,471.42,1882.84,nzta
204747,128,128,16,8,16,8,16,2,1,1,1,0,1,1,482.88,482.15,482.39,482.11,1929.5300000000002,fqas
204749,128,128,16,8,16,8,16,2,1,1,1,1,0,1,509.15,508.57,507.83,507.86,2033.4099999999999,anwr
204750,128,128,16,8,16,8,16,2,1,1,1,1,1,0,473.21,474.69,474.0,474.33,1896.23,vova
204758,128,128,16,8,16,8,16,2,1,2,0,1,1,0,461.88,463.91,463.28,463.37,1852.44,uxfa
204762,128,128,16,8,16,8,16,2,1,2,1,0,1,0,478.43,478.19,479.11,477.78,1913.51,tajb
204763,128,128,16,8,16,8,16,2,1,2,1,0,1,1,509.33,509.41,509.42,509.67,2037.8300000000002,assl
204767,128,128,16,8,16,8,16,2,1,2,1,1,1,1,667.81,667.71,666.87,666.81,2669.2,hufa
204777,128,128,16,8,16,8,16,2,1,4,1,0,0,1,489.3,489.85,492.24,490.27,1961.66,mkta
204780,128,128,16,8,16,8,16,2,1,4,1,1,0,0,467.24,469.65,469.35,469.47,1875.71,iaro
204806,128,128,16,8,16,8,16,2,2,1,0,1,1,0,520.23,521.36,521.49,521.4,2084.48,azps
204809,128,128,16,8,16,8,16,2,2,1,1,0,0,1,525.18,524.72,524.51,525.72,2100.13,fwpa
204813,128,128,16,8,16,8,16,2,2,1,1,1,0,1,523.27,523.65,523.3,524.2,2094.42,ruap
204819,128,128,16,8,16,8,16,2,2,2,0,0,1,1,509.06,510.42,510.55,510.32,2040.35,bazo
204821,128,128,16,8,16,8,16,2,2,2,0,1,0,1,528.47,529.23,528.81,527.53,2114.04,alnw
204830,128,128,16,8,16,8,16,2,2,2,1,1,1,0,507.97,506.6,506.56,507.28,2028.41,owat
204836,128,128,16,8,16,8,16,2,2,4,0,1,0,0,501.1,500.33,500.6,500.82,2002.8500000000001,hatz
204840,128,128,16,8,16,8,16,2,2,4,1,0,0,0,492.05,493.69,493.56,493.68,1972.98,exac
204843,128,128,16,8,16,8,16,2,2,4,1,0,1,1,720.94,716.29,716.98,716.58,2870.79,kagn
204859,128,128,16,8,16,8,16,2,2,8,1,0,1,1,738.13,739.44,739.12,739.15,2955.84,ymas
204872,128,128,16,8,16,8,16,2,4,1,1,0,0,0,500.72,502.49,502.44,502.26,2007.91,kiha
204873,128,128,16,8,16,8,16,2,4,1,1,0,0,1,550.48,545.94,545.17,545.15,2186.7400000000002,ziav
204884,128,128,16,8,16,8,16,2,4,2,0,1,0,0,524.66,526.42,526.59,526.89,2104.56,anhw
204900,128,128,16,8,16,8,16,2,4,4,0,1,0,0,522.12,522.98,522.7,522.99,2090.79,qain
204903,128,128,16,8,16,8,16,2,4,4,0,1,1,1,624.13,623.78,623.82,623.52,2495.25,naee
204908,128,128,16,8,16,8,16,2,4,4,1,1,0,0,509.12,509.73,509.96,509.61,2038.42,adxk
204916,128,128,16,8,16,8,16,2,4,8,0,1,0,0,509.48,511.17,511.5,510.97,2043.1200000000001,jgak
204919,128,128,16,8,16,8,16,2,4,8,0,1,1,1,642.37,634.95,645.06,643.6,2565.98,dqav
204921,128,128,16,8,16,8,16,2,4,8,1,0,0,1,529.92,530.15,529.17,529.86,2119.1,emaz
204922,128,128,16,8,16,8,16,2,4,8,1,0,1,0,499.8,500.11,501.62,500.47,2002.0000000000002,irae
204925,128,128,16,8,16,8,16,2,4,8,1,1,0,1,529.46,530.26,532.23,530.07,2122.02,rajm
204929,128,128,16,8,16,8,16,2,8,1,0,0,0,1,512.94,514.37,514.1,513.61,2055.02,rdaz
204945,128,128,16,8,16,8,16,2,8,2,0,0,0,1,516.4,516.33,518.1,517.91,2068.74,awdq
204946,128,128,16,8,16,8,16,2,8,2,0,0,1,0,499.3,498.88,498.52,498.41,1995.1100000000001,ayxp
204959,128,128,16,8,16,8,16,2,8,2,1,1,1,1,633.78,636.47,636.68,635.94,2542.87,ccay
204963,128,128,16,8,16,8,16,2,8,4,0,0,1,1,682.63,681.48,680.73,680.75,2725.59,jtaa
204969,128,128,16,8,16,8,16,2,8,4,1,0,0,1,548.53,547.83,548.5,548.63,2193.4900000000002,afmy
204987,128,128,16,8,16,8,16,2,8,8,1,0,1,1,685.55,685.04,684.55,684.76,2739.8999999999996,aals
204990,128,128,16,8,16,8,16,2,8,8,1,1,1,0,497.84,497.49,497.23,497.97,1990.53,zacd
204997,128,128,16,8,16,8,16,8,1,1,0,1,0,1,541.89,542.85,542.29,542.13,2169.16,hauj
205001,128,128,16,8,16,8,16,8,1,1,1,0,0,1,563.2,563.79,563.8,563.16,2253.95,oasp
205009,128,128,16,8,16,8,16,8,1,2,0,0,0,1,556.56,557.16,556.6,556.58,2226.8999999999996,azgz
205020,128,128,16,8,16,8,16,8,1,2,1,1,0,0,512.46,513.13,512.96,513.1,2051.65,npma
205022,128,128,16,8,16,8,16,8,1,2,1,1,1,0,560.61,561.56,560.57,561.3,2244.04,uadi
205030,128,128,16,8,16,8,16,8,1,4,0,1,1,0,540.11,540.97,540.96,541.06,2163.1,xakl
205037,128,128,16,8,16,8,16,8,1,4,1,1,0,1,555.0,554.92,555.31,554.88,2220.11,atxx
205047,128,128,16,8,16,8,16,8,1,8,0,1,1,1,872.26,866.1,869.28,866.97,3474.6100000000006,faaf
205049,128,128,16,8,16,8,16,8,1,8,1,0,0,1,509.66,511.16,510.35,511.04,2042.21,bajh
205050,128,128,16,8,16,8,16,8,1,8,1,0,1,0,505.38,505.33,505.23,505.05,2020.99,ypag
205058,128,128,16,8,16,8,16,8,2,1,0,0,1,0,535.08,535.21,535.64,535.3,2141.2299999999996,ruda
205063,128,128,16,8,16,8,16,8,2,1,0,1,1,1,913.62,912.66,912.68,913.42,3652.38,yanv
205065,128,128,16,8,16,8,16,8,2,1,1,0,0,1,546.83,546.76,546.97,546.43,2186.9900000000002,saij
205070,128,128,16,8,16,8,16,8,2,1,1,1,1,0,533.34,533.15,534.27,534.28,2135.04,zakc
205071,128,128,16,8,16,8,16,8,2,1,1,1,1,1,889.9,887.76,887.18,888.29,3553.1299999999997,abeg
205082,128,128,16,8,16,8,16,8,2,2,1,0,1,0,542.0,542.33,542.32,543.06,2169.71,iwva
205089,128,128,16,8,16,8,16,8,2,4,0,0,0,1,547.64,547.78,547.71,547.43,2190.56,vadk
205090,128,128,16,8,16,8,16,8,2,4,0,0,1,0,522.36,524.16,523.52,523.61,2093.65,aove
205093,128,128,16,8,16,8,16,8,2,4,0,1,0,1,546.82,546.65,546.66,546.97,2187.1000000000004,dcad
205095,128,128,16,8,16,8,16,8,2,4,0,1,1,1,865.99,865.58,865.19,865.3,3462.0600000000004,tanv
205102,128,128,16,8,16,8,16,8,2,4,1,1,1,0,545.73,545.58,545.69,545.58,2182.58,hsea
205104,128,128,16,8,16,8,16,8,2,8,0,0,0,0,465.93,464.64,466.22,465.81,1862.6,awcp
205134,128,128,16,8,16,8,16,8,4,1,1,1,1,0,519.25,519.32,519.42,519.44,2077.4300000000003,uyad
205137,128,128,16,8,16,8,16,8,4,2,0,0,0,1,528.98,528.38,528.95,528.69,2115.0,agzh
205143,128,128,16,8,16,8,16,8,4,2,0,1,1,1,923.14,919.81,921.47,921.57,3685.9900000000002,jaha
205145,128,128,16,8,16,8,16,8,4,2,1,0,0,1,528.1,528.34,528.22,528.16,2112.82,axco
205147,128,128,16,8,16,8,16,8,4,2,1,0,1,1,913.27,911.45,916.46,917.43,3658.61,wdka
205152,128,128,16,8,16,8,16,8,4,4,0,0,0,0,471.62,472.06,472.18,472.51,1888.3700000000001,qpaf
205153,128,128,16,8,16,8,16,8,4,4,0,0,0,1,491.77,493.14,492.16,492.34,1969.4099999999999,cmad
205154,128,128,16,8,16,8,16,8,4,4,0,0,1,0,486.98,487.15,488.5,486.63,1949.2600000000002,zmta
205170,128,128,16,8,16,8,16,8,4,8,0,0,1,0,476.04,473.71,474.54,474.65,1898.94,qaqj
205172,128,128,16,8,16,8,16,8,4,8,0,1,0,0,460.01,459.62,460.37,460.13,1840.13,alih
205173,128,128,16,8,16,8,16,8,4,8,0,1,0,1,482.74,483.98,483.13,483.09,1932.9399999999998,lpae
205175,128,128,16,8,16,8,16,8,4,8,0,1,1,1,854.27,854.47,855.52,854.87,3419.13,ysxa
205180,128,128,16,8,16,8,16,8,4,8,1,1,0,0,452.89,452.79,452.81,452.82,1811.31,aooi
205182,128,128,16,8,16,8,16,8,4,8,1,1,1,0,472.77,470.8,472.13,473.1,1888.7999999999997,kkai
205184,128,128,16,8,16,8,16,8,8,1,0,0,0,0,498.63,499.13,499.86,499.23,1996.85,zahi
205192,128,128,16,8,16,8,16,8,8,1,1,0,0,0,492.83,492.89,493.0,492.52,1971.24,nyma
205193,128,128,16,8,16,8,16,8,8,1,1,0,0,1,523.28,524.21,523.41,524.56,2095.46,arie
205198,128,128,16,8,16,8,16,8,8,1,1,1,1,0,522.01,523.79,523.15,522.73,2091.68,zbna
205214,128,128,16,8,16,8,16,8,8,2,1,1,1,0,535.82,536.12,535.97,535.82,2143.73,asoz
205224,128,128,16,8,16,8,16,8,8,4,1,0,0,0,492.28,492.29,492.34,492.17,1969.08,otay
205227,128,128,16,8,16,8,16,8,8,4,1,0,1,1,897.41,891.91,898.44,894.06,3581.82,mvav
205231,128,128,16,8,16,8,16,8,8,4,1,1,1,1,894.57,889.34,886.38,886.39,3556.68,xakl
205232,128,128,16,8,16,8,16,8,8,8,0,0,0,0,479.06,478.74,478.65,477.94,1914.3899999999999,jeas
205241,128,128,16,8,16,8,16,8,8,8,1,0,0,1,507.81,507.21,506.47,507.17,2028.66,akdp
205243,128,128,16,8,16,8,16,8,8,8,1,0,1,1,896.03,891.05,895.24,896.08,3578.3999999999996,agnn
205246,128,128,16,8,16,8,16,8,8,8,1,1,1,0,487.47,487.61,486.19,486.33,1947.6,djpa
205252,128,128,16,8,16,8,32,2,1,1,0,1,0,0,466.67,470.32,470.45,469.62,1877.06,gqxa
205256,128,128,16,8,16,8,32,2,1,1,1,0,0,0,460.7,463.56,462.8,463.0,1850.06,uawd
205257,128,128,16,8,16,8,32,2,1,1,1,0,0,1,507.76,508.73,508.77,507.64,2032.9,njra
205260,128,128,16,8,16,8,32,2,1,1,1,1,0,0,466.88,469.25,469.88,469.2,1875.21,xoav
205265,128,128,16,8,16,8,32,2,1,2,0,0,0,1,498.87,497.36,497.95,497.9,1992.08,falu
205270,128,128,16,8,16,8,32,2,1,2,0,1,1,0,462.3,463.35,462.03,462.59,1850.27,hafs
205275,128,128,16,8,16,8,32,2,1,2,1,0,1,1,505.36,505.77,505.72,505.89,2022.7399999999998,afgm
205282,128,128,16,8,16,8,32,2,1,4,0,0,1,0,494.43,494.13,494.82,496.01,1979.3899999999999,iaqr
205288,128,128,16,8,16,8,32,2,1,4,1,0,0,0,464.98,467.41,467.62,467.76,1867.7700000000002,kjaf
205290,128,128,16,8,16,8,32,2,1,4,1,0,1,0,488.63,485.54,488.66,490.15,1952.98,awvs
205294,128,128,16,8,16,8,32,2,1,4,1,1,1,0,488.2,487.79,491.79,490.57,1958.35,paxe
205304,128,128,16,8,16,8,32,2,2,1,1,0,0,0,506.05,507.35,506.79,507.37,2027.56,iasl
205315,128,128,16,8,16,8,32,2,2,2,0,0,1,1,512.08,514.48,514.33,514.24,2055.13,vzal
205317,128,128,16,8,16,8,32,2,2,2,0,1,0,1,530.56,529.29,530.3,530.36,2120.5099999999998,syra
205323,128,128,16,8,16,8,32,2,2,2,1,0,1,1,504.86,506.64,506.49,506.71,2024.7,ocpa
205328,128,128,16,8,16,8,32,2,2,4,0,0,0,0,504.47,505.9,506.0,506.34,2022.7099999999998,mbwa
205329,128,128,16,8,16,8,32,2,2,4,0,0,0,1,524.95,525.85,524.53,525.53,2100.86,awjc
205335,128,128,16,8,16,8,32,2,2,4,0,1,1,1,697.51,691.57,694.56,694.75,2778.39,feaf
205346,128,128,16,8,16,8,32,2,4,1,0,0,1,0,527.46,527.53,528.25,526.8,2110.04,qzaf
205356,128,128,16,8,16,8,32,2,4,1,1,1,0,0,506.23,507.86,508.26,508.19,2030.54,caji
205357,128,128,16,8,16,8,32,2,4,1,1,1,0,1,552.49,549.6,551.08,553.97,2207.1400000000003,akxb
205384,128,128,16,8,16,8,32,2,4,4,1,0,0,0,508.35,509.83,509.6,509.34,2037.1200000000001,kagq
205387,128,128,16,8,16,8,32,2,4,4,1,0,1,1,674.94,667.98,672.79,671.68,2687.39,jgaf
205390,128,128,16,8,16,8,32,2,4,4,1,1,1,0,505.05,505.27,506.27,504.41,2021.0,avwx
205396,128,128,16,8,16,8,32,2,8,1,0,1,0,0,532.89,533.23,533.49,533.4,2133.0099999999998,arsd
205404,128,128,16,8,16,8,32,2,8,1,1,1,0,0,525.84,526.52,526.73,526.93,2106.02,hjda
205409,128,128,16,8,16,8,32,2,8,2,0,0,0,1,518.07,519.6,519.13,517.92,2074.7200000000003,imag
205410,128,128,16,8,16,8,32,2,8,2,0,0,1,0,499.1,498.51,499.08,498.87,1995.56,vwaz
205413,128,128,16,8,16,8,32,2,8,2,0,1,0,1,534.71,537.4,537.48,537.85,2147.44,dzaw
205414,128,128,16,8,16,8,32,2,8,2,0,1,1,0,504.57,505.33,504.15,504.27,2018.32,qvaj
205420,128,128,16,8,16,8,32,2,8,2,1,1,0,0,499.89,501.15,501.01,500.9,2002.9499999999998,karv
205424,128,128,16,8,16,8,32,2,8,4,0,0,0,0,507.86,509.48,509.7,509.2,2036.24,oako
205440,128,128,16,8,16,8,32,8,1,1,0,0,0,0,489.59,489.76,489.99,490.02,1959.36,aawz
205443,128,128,16,8,16,8,32,8,1,1,0,0,1,1,962.09,963.26,959.52,951.96,3836.83,oaqc
205446,128,128,16,8,16,8,32,8,1,1,0,1,1,0,555.46,555.26,556.0,554.91,2221.63,mdaj
205450,128,128,16,8,16,8,32,8,1,1,1,0,1,0,548.24,549.45,549.73,549.76,2197.1800000000003,acog
205451,128,128,16,8,16,8,32,8,1,1,1,0,1,1,937.7,938.89,940.43,939.34,3756.36,meia
205453,128,128,16,8,16,8,32,8,1,1,1,1,0,1,533.58,534.88,534.6,534.32,2137.38,hdra
205455,128,128,16,8,16,8,32,8,1,1,1,1,1,1,932.66,936.65,935.58,934.42,3739.31,dakg
205457,128,128,16,8,16,8,32,8,1,2,0,0,0,1,555.39,555.35,554.71,555.27,2220.7200000000003,ahfg
205458,128,128,16,8,16,8,32,8,1,2,0,0,1,0,547.79,547.33,547.56,547.82,2190.5,vmae
205460,128,128,16,8,16,8,32,8,1,2,0,1,0,0,495.8,497.39,496.37,497.63,1987.19,fmar
205462,128,128,16,8,16,8,32,8,1,2,0,1,1,0,548.57,550.67,549.66,548.97,2197.87,vjba
205471,128,128,16,8,16,8,32,8,1,2,1,1,1,1,954.65,956.29,956.18,950.54,3817.66,axoo
205476,128,128,16,8,16,8,32,8,1,4,0,1,0,0,505.32,505.72,505.52,505.3,2021.86,tanc
205478,128,128,16,8,16,8,32,8,1,4,0,1,1,0,539.56,541.23,540.33,539.33,2160.45,aznm
205490,128,128,16,8,16,8,32,8,2,1,0,0,1,0,534.88,535.52,535.41,535.42,2141.23,hhta
205494,128,128,16,8,16,8,32,8,2,1,0,1,1,0,533.25,532.87,533.29,532.59,2132.0,latg
205495,128,128,16,8,16,8,32,8,2,1,0,1,1,1,909.67,911.28,912.27,912.66,3645.8799999999997,avai
205500,128,128,16,8,16,8,32,8,2,1,1,1,0,0,498.02,497.64,498.15,498.08,1991.8899999999999,aggz
205512,128,128,16,8,16,8,32,8,2,2,1,0,0,0,496.08,495.63,495.48,496.05,1983.24,kdan
205517,128,128,16,8,16,8,32,8,2,2,1,1,0,1,528.29,528.9,528.16,528.57,2113.92,iuad
205522,128,128,16,8,16,8,32,8,2,4,0,0,1,0,522.86,520.53,523.94,524.14,2091.47,hapk
205523,128,128,16,8,16,8,32,8,2,4,0,0,1,1,863.93,865.7,865.63,864.81,3460.07,tyma
205525,128,128,16,8,16,8,32,8,2,4,0,1,0,1,545.75,546.24,546.29,546.15,2184.43,adzg
205526,128,128,16,8,16,8,32,8,2,4,0,1,1,0,528.4,527.31,524.57,525.69,2105.9700000000003,waxu
205531,128,128,16,8,16,8,32,8,2,4,1,0,1,1,909.26,910.29,910.73,910.64,3640.9199999999996,stav
205532,128,128,16,8,16,8,32,8,2,4,1,1,0,0,503.36,503.92,504.93,504.11,2016.3200000000002,eiwa
205546,128,128,16,8,16,8,32,8,4,1,1,0,1,0,518.79,518.49,519.07,518.99,2075.34,pazi
205547,128,128,16,8,16,8,32,8,4,1,1,0,1,1,947.05,949.9,949.65,949.44,3796.04,vfat
205549,128,128,16,8,16,8,32,8,4,1,1,1,0,1,536.79,536.46,536.65,537.59,2147.4900000000002,ixya
205567,128,128,16,8,16,8,32,8,4,2,1,1,1,1,917.08,915.82,914.65,915.73,3663.28,palg
205568,128,128,16,8,16,8,32,8,4,4,0,0,0,0,472.05,472.46,471.69,472.49,1888.69,egxa
205582,128,128,16,8,16,8,32,8,4,4,1,1,1,0,487.85,488.81,489.18,489.28,1955.1200000000001,avyr
205584,128,128,16,8,16,8,32,8,8,1,0,0,0,0,498.09,499.08,499.58,498.89,1995.6399999999999,zanb
205585,128,128,16,8,16,8,32,8,8,1,0,0,0,1,524.98,525.62,525.66,525.04,2101.2999999999997,nuah
205597,128,128,16,8,16,8,32,8,8,1,1,1,0,1,521.76,522.35,521.8,521.54,2087.45,pdah
205599,128,128,16,8,16,8,32,8,8,1,1,1,1,1,878.32,880.06,880.54,880.29,3519.21,pyua
205601,128,128,16,8,16,8,32,8,8,2,0,0,0,1,535.66,535.38,535.43,535.64,2142.1099999999997,awfr
205617,128,128,16,8,16,8,32,8,8,4,0,0,0,1,506.57,507.01,506.93,505.1,2025.6100000000001,daks
205631,128,128,16,8,16,8,32,8,8,4,1,1,1,1,891.22,889.38,883.58,884.29,3548.47,prao
205632,128,128,16,8,16,16,8,2,1,1,0,0,0,0,461.65,464.25,464.44,464.66,1855.0,aqeg
